Date,City,Accidents,lat,lng
2016-10,Columbus,211,39.9862,-82.9855
2016-10,San Francisco,207,37.7558,-122.4449
2016-10,York,206,39.9651,-76.7315
2016-10,San Bernardino,199,34.1416,-117.2943
2016-10,Anaheim,187,33.839,-117.8574
2016-10,Philadelphia,177,40.0077,-75.1339
2016-10,Phoenix,170,33.5722,-112.0892
2016-10,Brooklyn,169,40.6501,-73.9496
2016-10,New York,167,40.6943,-73.9249
2016-10,Las Vegas,166,36.2333,-115.2654
2016-10,Whittier,163,33.9678,-118.0188
2016-10,Minneapolis,161,44.9635,-93.2678
2016-10,Pittsburgh,159,40.4397,-79.9763
2016-10,Augusta,158,33.3645,-82.0708
2016-10,Kansas City,153,39.1238,-94.5541
2016-10,Arlington,148,32.6998,-97.125
2016-10,Ontario,148,34.0393,-117.6064
2016-10,Hayward,145,37.6328,-122.0766
2016-10,Norristown,140,40.1225,-75.3398
2016-10,Bellevue,138,47.5951,-122.1535
2016-10,Des Moines,137,41.5725,-93.6105
2016-10,Newark,137,40.7245,-74.1725
2016-10,Orange,133,33.8038,-117.8218
2016-10,Los Gatos,130,37.2304,-121.9562
2016-10,Downey,129,33.9379,-118.1311
2016-10,Sarasota,128,27.3387,-82.5432
2016-10,Fremont,124,37.5265,-121.9843
2016-10,Irvine,124,33.6772,-117.7738
2016-10,Pomona,121,34.0585,-117.7626
2016-10,Bradenton,119,27.4901,-82.5757
2016-10,Gardena,119,33.8943,-118.3072
2016-10,Albany,118,42.6664,-73.7987
2016-10,Santa Rosa,118,38.4458,-122.7067
2016-10,Lombard,116,41.8741,-88.0157
2016-10,Pasadena,114,29.6575,-95.1498
2016-10,Rowland Heights,114,33.9716,-117.8912
2016-10,Clearwater,112,27.979,-82.7623
2016-10,Elmhurst,112,41.8973,-87.9432
2016-10,Decatur,111,39.8557,-88.9342
2016-10,Baldwin Park,110,34.0829,-117.9722
2016-10,Hialeah,109,25.8696,-80.3045
2016-10,Sterling,108,39.0052,-77.405
2016-10,Fairfield,107,38.2583,-122.0335
2016-10,Norwalk,107,33.9069,-118.0829
2016-10,Elgin,106,42.0383,-88.324
2016-10,Kissimmee,106,28.3041,-81.4169
2016-10,Wheaton,105,41.8561,-88.1085
2016-10,Diamond Bar,104,33.9992,-117.8161
2016-10,Stockton,103,37.9765,-121.3109
2016-10,Santa Ana,102,33.7367,-117.8819
2016-10,Cerritos,100,33.8678,-118.0686
2016-10,Milwaukee,98,43.0642,-87.9675
2016-10,San Mateo,97,37.5522,-122.3121
2016-10,Raleigh,95,35.8324,-78.6429
2016-10,Compton,94,33.893,-118.2274
2016-10,Pottstown,94,40.2508,-75.6445
2016-10,Concord,91,37.9722,-122.0016
2016-10,Portland,87,45.5371,-122.65
2016-10,Hollywood,86,26.0293,-80.1679
2016-10,La Puente,86,34.0323,-117.9533
2016-10,Glendale,85,33.5791,-112.2311
2016-10,Fort Myers,84,26.6194,-81.8302
2016-10,Grand Blanc,84,42.9258,-83.6181
2016-10,Richmond,84,37.5295,-77.4756
2016-10,Livermore,83,37.6868,-121.7607
2016-10,San Leandro,83,37.7074,-122.1599
2016-10,Springfield,83,42.1155,-72.5395
2016-10,Fontana,82,34.0968,-117.4599
2016-10,Hacienda Heights,82,33.997,-117.9727
2016-10,Tacoma,82,47.2431,-122.4531
2016-10,Tracy,82,37.7269,-121.4523
2016-10,Inglewood,81,33.9566,-118.3444
2016-10,Marietta,81,33.9533,-84.5422
2016-10,Spokane,80,47.6671,-117.433
2016-10,Baltimore,78,39.3051,-76.6144
2016-10,Indianapolis,78,39.7771,-86.1458
2016-10,Colton,76,34.0538,-117.3255
2016-10,Fairfax,76,38.8531,-77.2997
2016-10,Denver,75,39.762,-104.8758
2016-10,Pleasanton,75,37.6663,-121.8805
2016-10,West Covina,75,34.0555,-117.9113
2016-10,Berkeley,74,37.8722,-122.276
2016-10,Tustin,74,33.7311,-117.8107
2016-10,Bartlett,73,35.2337,-89.8195
2016-10,Lansdale,73,40.2417,-75.2812
2016-10,Frederick,72,39.4337,-77.4141
2016-10,Providence,72,41.823,-71.4187
2016-10,Spring Hill,71,28.4798,-82.53
2016-10,Villa Park,71,41.8865,-87.9779
2016-10,Boston,70,42.3188,-71.0852
2016-10,Vallejo,70,38.1125,-122.2342
2016-10,Roseville,69,38.7703,-121.3196
2016-10,Santa Fe Springs,69,33.9329,-118.0625
2016-10,Washington,69,38.9047,-77.0163
2016-10,Glen Ellyn,68,41.8666,-88.0629
2016-10,Palm Harbor,68,28.0847,-82.7481
2016-10,Alexandria,67,38.8185,-77.0861
2016-10,Davison,67,43.0318,-83.5187
2016-10,New Port Richey,67,28.2468,-82.717
2016-10,Burton,66,42.9974,-83.6175
2016-10,Columbia,65,34.0378,-80.9036
2016-10,Escondido,65,33.1348,-117.0723
2016-10,Southfield,65,42.4765,-83.2605
2016-10,Mesquite,64,32.7602,-96.5865
2016-10,Ambler,63,40.1564,-75.2215
2016-10,Carol Stream,63,41.9181,-88.1307
2016-10,Conshohocken,63,40.0772,-75.3034
2016-10,Oak Brook,63,41.8373,-87.9516
2016-10,Pflugerville,63,30.4515,-97.6018
2016-10,Redlands,63,34.0512,-117.1712
2016-10,Royal Oak,63,42.5084,-83.1539
2016-10,Azusa,62,34.1386,-117.9124
2016-10,Newhall,62,41.9933,-91.9672
2016-10,Lisle,61,41.7918,-88.0888
2016-10,Torrance,61,33.8346,-118.3416
2016-10,West Palm Beach,61,26.7469,-80.132
2016-10,Hawthorne,60,33.9147,-118.3476
2016-10,Redwood City,60,37.5025,-122.2253
2016-10,Renton,60,47.4784,-122.1918
2016-10,Burbank,59,34.1879,-118.3235
2016-10,Costa Mesa,59,33.6667,-117.9135
2016-10,Manor,59,30.3562,-97.5227
2016-10,Milpitas,59,37.4336,-121.8921
2016-10,Yonkers,59,40.9466,-73.8673
2016-10,Nashville,58,36.1715,-86.7842
2016-10,Winter Park,58,28.5989,-81.3442
2016-10,Culver City,57,34.0058,-118.3968
2016-10,Grand Prairie,57,32.6871,-97.0208
2016-10,Hartford,57,41.7661,-72.6834
2016-10,Irving,57,32.8583,-96.9702
2016-10,Ashburn,56,39.0277,-77.4714
2016-10,Jacksonville,56,30.3322,-81.6749
2016-10,Mountain View,56,37.4001,-122.0796
2016-10,Petaluma,56,38.2423,-122.6266
2016-10,Willow Grove,56,40.1469,-75.1174
2016-10,Auburn,55,47.3039,-122.2108
2016-10,Castro Valley,55,37.7088,-122.0626
2016-10,Clio,55,43.1773,-83.7355
2016-10,Hanover Park,55,41.9818,-88.1446
2016-10,Oklahoma City,55,35.4676,-97.5136
2016-10,Sun Valley,54,39.6104,-119.777
2016-10,Aiken,53,33.5303,-81.7271
2016-10,Palo Alto,53,37.3905,-122.1468
2016-10,Santa Clara,53,37.3646,-121.968
2016-10,West Chicago,53,41.896,-88.2253
2016-10,Lynwood,52,33.924,-118.2016
2016-10,San Rafael,52,37.9905,-122.5221
2016-10,Walnut Creek,52,37.9024,-122.0399
2016-10,Chino,51,33.9836,-117.6654
2016-10,Lake Forest,51,33.6605,-117.6714
2016-10,Salinas,51,36.6883,-121.6317
2016-10,Silver Spring,51,39.0028,-77.0207
2016-10,Flushing,50,43.0637,-83.8403
2016-10,La Mesa,50,32.7703,-117.0204
2016-10,Temecula,50,33.4928,-117.1315
2016-10,Westminster,50,39.8837,-105.0624
2016-10,Woodridge,50,41.737,-88.0409
2016-10,Grayslake,49,42.3405,-88.0338
2016-10,Lake Zurich,49,42.1956,-88.087
2016-10,Libertyville,49,42.287,-87.967
2016-10,El Cajon,48,32.8017,-116.9604
2016-10,Emeryville,48,37.8382,-122.2932
2016-10,Gurnee,48,42.3708,-87.9392
2016-10,Martinez,48,37.9985,-122.1161
2016-10,Napa,48,38.2975,-122.301
2016-10,North Wales,48,40.2111,-75.2745
2016-10,Salt Lake City,48,40.7776,-111.9311
2016-10,Brewster,47,48.1015,-119.7762
2016-10,Dublin,47,37.7161,-121.8963
2016-10,Boca Raton,46,26.3752,-80.108
2016-10,Everett,46,47.9525,-122.1669
2016-10,Glendora,46,34.1449,-117.8467
2016-10,Greenwood,46,39.6019,-86.1073
2016-10,Rancho Cucamonga,46,34.1247,-117.5667
2016-10,Wesley Chapel,46,28.2106,-82.3238
2016-10,Willowbrook,46,33.9209,-118.2356
2016-10,Antioch,45,37.9787,-121.796
2016-10,Elk Grove,45,38.4161,-121.3842
2016-10,Hudson,45,41.2399,-81.4408
2016-10,Pompano Beach,45,26.2428,-80.1312
2016-10,Sunnyvale,45,37.3836,-122.0255
2016-10,Tempe,45,33.3881,-111.9319
2016-10,Farmington,44,36.7555,-108.1823
2016-10,Hanover,44,39.8118,-76.9836
2016-10,Moreno Valley,44,33.9244,-117.2045
2016-10,Bloomington,43,40.4757,-88.9703
2016-10,Carson,43,33.8374,-118.2559
2016-10,Hyattsville,43,38.9613,-76.9548
2016-10,Lake Worth,43,32.813,-97.4306
2016-10,National City,43,32.6654,-117.0983
2016-10,Pittsburg,43,38.0182,-121.8965
2016-10,Bellflower,42,33.888,-118.1271
2016-10,Collegeville,42,40.1873,-75.4581
2016-10,Kent,42,47.3887,-122.2128
2016-10,Mission Hills,42,39.0141,-94.6172
2016-10,Brooksville,41,28.5404,-82.3903
2016-10,Elmsford,41,41.0541,-73.8143
2016-10,Encino,41,34.6518,-105.4586
2016-10,Jenkintown,41,40.0962,-75.1296
2016-10,Centreville,40,38.839,-77.4389
2016-10,Harrisburg,40,40.2752,-76.8843
2016-10,Jackson,40,32.3157,-90.2125
2016-10,Lakeland,40,28.0557,-81.9545
2016-10,Placerville,40,38.7308,-120.7979
2016-10,Alhambra,39,34.084,-118.1355
2016-10,Barrington,39,42.1515,-88.1281
2016-10,Bethesda,39,38.9866,-77.1188
2016-10,Independence,39,39.0871,-94.3501
2016-10,Louisville,39,38.1663,-85.6485
2016-10,White Plains,39,41.022,-73.7547
2016-10,Fort Washington,38,38.7339,-77.0069
2016-10,Fullerton,38,33.8841,-117.9279
2016-10,Garland,38,32.91,-96.6304
2016-10,Lynnwood,38,47.8284,-122.3033
2016-10,Manheim,38,40.163,-76.3964
2016-10,Mesa,38,33.4015,-111.7178
2016-10,Spring Valley,38,36.0952,-115.2636
2016-10,Trenton,38,40.2237,-74.7641
2016-10,Union City,38,37.6032,-122.0181
2016-10,Apopka,37,28.7015,-81.5316
2016-10,Glenside,37,40.1032,-75.1517
2016-10,Highland Park,37,42.1823,-87.8104
2016-10,Hollister,37,36.8555,-121.3986
2016-10,Leesburg,37,28.7672,-81.8962
2016-10,Madison Heights,37,42.5073,-83.1034
2016-10,Royersford,37,40.1862,-75.5382
2016-10,Swartz Creek,37,42.9631,-83.8251
2016-10,Warrenville,37,41.8209,-88.1857
2016-10,Blue Bell,36,40.1474,-75.2687
2016-10,Chula Vista,36,32.6281,-117.0144
2016-10,Claremont,36,34.1259,-117.7153
2016-10,Cupertino,36,37.3168,-122.0466
2016-10,Dorchester,36,45.0025,-90.3308
2016-10,El Monte,36,34.0739,-118.0291
2016-10,Fallbrook,36,33.3693,-117.2259
2016-10,Huntersville,36,35.406,-80.8716
2016-10,King of Prussia,36,40.0963,-75.3821
2016-10,Lutz,36,28.1396,-82.4467
2016-10,Santa Barbara,36,34.4285,-119.7202
2016-10,Warren,36,42.4934,-83.027
2016-10,Waukegan,36,42.3698,-87.8716
2016-10,Bala Cynwyd,35,40.0116,-75.2283
2016-10,Bothell,35,47.7735,-122.2044
2016-10,Colorado Springs,35,38.8674,-104.7605
2016-10,Greenwich,35,41.0318,-82.5198
2016-10,Jersey City,35,40.7184,-74.0686
2016-10,Latham,35,42.7427,-73.7497
2016-10,Novi,35,42.4786,-83.4893
2016-10,Spring,35,30.0613,-95.383
2016-10,Venice,35,27.1184,-82.4137
2016-10,Acton,34,34.4956,-118.1858
2016-10,Buena Park,34,33.8572,-118.0046
2016-10,Darien,34,41.7448,-87.9822
2016-10,Hinsdale,34,41.8007,-87.9273
2016-10,Murrieta,34,33.5719,-117.1909
2016-10,North Highlands,34,38.6713,-121.3721
2016-10,Orinda,34,37.8808,-122.179
2016-10,Rye,34,37.9212,-104.9322
2016-10,Woodbridge,34,38.6409,-77.258
2016-10,Baton Rouge,33,30.442,-91.1311
2016-10,Chantilly,33,38.8868,-77.4453
2016-10,Fenton,33,42.7994,-83.7144
2016-10,Lehigh Acres,33,26.612,-81.6388
2016-10,Lititz,33,40.154,-76.3044
2016-10,Lodi,33,38.1218,-121.2932
2016-10,Madison,33,43.0822,-89.393
2016-10,Memphis,33,35.1087,-89.9663
2016-10,Montclair,33,34.0715,-117.6981
2016-10,Olympia,33,47.0417,-122.8959
2016-10,Plymouth Meeting,33,40.1097,-75.2803
2016-10,Walnut,33,34.0334,-117.8593
2016-10,Akron,32,41.0798,-81.5219
2016-10,Cleveland,32,41.4764,-81.6805
2016-10,Forest Park,32,33.6209,-84.359
2016-10,Garden Grove,32,33.7787,-117.9601
2016-10,Kennesaw,32,34.026,-84.6177
2016-10,Lenexa,32,38.9609,-94.8018
2016-10,Medford,32,42.3372,-122.854
2016-10,Nanuet,32,41.0957,-74.0155
2016-10,Nyack,32,41.0919,-73.9143
2016-10,San Pablo,32,37.9629,-122.3426
2016-10,Santa Monica,32,34.0235,-118.481
2016-10,Smyrna,32,33.8633,-84.5168
2016-10,Alamo,31,26.181,-98.1177
2016-10,Ann Arbor,31,42.2759,-83.731
2016-10,Bellmawr,31,39.8666,-75.0941
2016-10,Harleysville,31,40.2792,-75.3873
2016-10,Lafayette,31,30.2082,-92.0325
2016-10,Los Altos,31,37.3684,-122.0965
2016-10,Miamisburg,31,39.6322,-84.2724
2016-10,Monrovia,31,34.165,-117.9921
2016-10,Paramount,31,33.8977,-118.1651
2016-10,San Dimas,31,34.1082,-117.809
2016-10,Alpharetta,30,34.0704,-84.2738
2016-10,Belmont,30,37.5154,-122.2953
2016-10,Brentwood,30,37.9356,-121.719
2016-10,Fort Lee,30,40.8509,-73.9713
2016-10,Greenville,30,34.8354,-82.3646
2016-10,Hatfield,30,37.903,-87.2219
2016-10,Lebanon,30,40.3412,-76.4228
2016-10,Lexington,30,38.0423,-84.4587
2016-10,Norcross,30,33.9379,-84.2065
2016-10,San Juan Capistrano,30,33.5008,-117.6544
2016-10,San Marcos,30,33.135,-117.1743
2016-10,South Gate,30,33.9447,-118.1926
2016-10,Covina,29,34.0903,-117.8818
2016-10,Laurel,29,39.0949,-76.8622
2016-10,Menlo Park,29,37.4685,-122.1673
2016-10,Montebello,29,34.0155,-118.1108
2016-10,Pikesville,29,39.3893,-76.702
2016-10,Plymouth,29,45.0225,-93.4617
2016-10,Richardson,29,32.9716,-96.7093
2016-10,Sanford,29,28.7891,-81.2757
2016-10,Watsonville,29,36.9206,-121.7708
2016-10,Winfield,29,37.274,-96.95
2016-10,Bridgeport,28,41.1918,-73.1954
2016-10,Davis,28,38.5553,-121.737
2016-10,Elkins Park,28,40.0775,-75.128
2016-10,Falls Church,28,38.8847,-77.1751
2016-10,Gaithersburg,28,39.1346,-77.2131
2016-10,Hatboro,28,40.1775,-75.1055
2016-10,Hazel Park,28,42.4619,-83.0977
2016-10,Jamaica,28,41.8454,-94.307
2016-10,Milford,28,38.9091,-75.4227
2016-10,Newburgh,28,37.9494,-87.4053
2016-10,North Hills,28,40.7765,-73.6778
2016-10,Palmetto,28,27.5251,-82.5749
2016-10,Rockville,28,39.0834,-77.1553
2016-10,Roselle,28,41.9809,-88.0861
2016-10,San Clemente,28,33.4499,-117.6102
2016-10,Sausalito,28,37.8581,-122.4933
2016-10,Seal Beach,28,33.7542,-118.0714
2016-10,Troy,28,42.5817,-83.1457
2016-10,Vacaville,28,38.3587,-121.9673
2016-10,Woodland Hills,28,40.0132,-111.6558
2016-10,Anderson,27,40.0891,-85.6892
2016-10,Carmichael,27,38.6318,-121.3263
2016-10,Danville,27,37.8121,-121.9698
2016-10,Lakewood,27,39.6977,-105.1172
2016-10,Largo,27,27.9088,-82.7712
2016-10,Naples,27,26.1504,-81.7936
2016-10,Oxnard,27,34.1964,-119.1815
2016-10,Tucker,27,33.8436,-84.2024
2016-10,Tucson,27,32.1541,-110.8787
2016-10,Warwick,27,41.7062,-71.4334
2016-10,Ardmore,26,34.1949,-97.1256
2016-10,Boynton Beach,26,26.5281,-80.0811
2016-10,Camarillo,26,34.223,-119.0321
2016-10,Carlsbad,26,33.1246,-117.2834
2016-10,Davenport,26,41.5565,-90.6053
2016-10,Duarte,26,34.161,-117.9504
2016-10,Humble,26,29.9921,-95.2655
2016-10,Katonah,26,41.256,-73.6857
2016-10,Manteca,26,37.7927,-121.2264
2016-10,Melbourne,26,28.1086,-80.6627
2016-10,Middletown,26,39.5033,-84.3659
2016-10,Monterey Park,26,34.0497,-118.1326
2016-10,Riverview,26,27.8227,-82.3023
2016-10,Sonoma,26,38.2902,-122.4598
2016-10,South San Francisco,26,37.6538,-122.4196
2016-10,Staten Island,26,40.5834,-74.1496
2016-10,Stockbridge,26,33.5254,-84.2295
2016-10,Arcadia,25,34.1342,-118.0373
2016-10,Brandon,25,27.9367,-82.3
2016-10,Canton,25,40.8078,-81.3676
2016-10,Carmel,25,39.965,-86.146
2016-10,Daly City,25,37.6862,-122.4685
2016-10,Duluth,25,46.7756,-92.1393
2016-10,Fountain Valley,25,33.7105,-117.9514
2016-10,Lorton,25,38.6983,-77.2164
2016-10,Novato,25,38.092,-122.5575
2016-10,Parkville,25,39.3832,-76.5519
2016-10,Perris,25,33.7898,-117.2233
2016-10,Reading,25,40.34,-75.9267
2016-10,Rochester,25,43.168,-77.6162
2016-10,Round Rock,25,30.527,-97.6642
2016-10,Saint Charles,25,34.0806,-80.2249
2016-10,Winchester,25,39.1735,-78.1746
2016-10,Cocoa,24,28.382,-80.7675
2016-10,Dover,24,39.161,-75.5202
2016-10,Ephrata,24,40.1811,-76.1812
2016-10,Gilroy,24,37.0046,-121.5854
2016-10,Hesperia,24,34.3975,-117.3147
2016-10,Irvington,24,41.0349,-73.866
2016-10,Lawndale,24,33.8884,-118.3531
2016-10,New Rochelle,24,40.9304,-73.7836
2016-10,Newberry,24,34.2813,-81.601
2016-10,North Augusta,24,33.5214,-81.9547
2016-10,Oceanside,24,33.2247,-117.3083
2016-10,Oviedo,24,28.658,-81.1872
2016-10,Purcellville,24,39.1378,-77.711
2016-10,San Lorenzo,24,37.6733,-122.1332
2016-10,Seminole,24,27.8435,-82.784
2016-10,South El Monte,24,34.0493,-118.0484
2016-10,Bell Gardens,23,33.9663,-118.155
2016-10,Bowie,23,38.9549,-76.7406
2016-10,Brea,23,33.9254,-117.8655
2016-10,Bridgeton,23,38.7673,-90.4275
2016-10,Cedar Rapids,23,41.9662,-91.6783
2016-10,Cincinnati,23,39.1413,-84.506
2016-10,Clinton,23,38.7499,-76.9063
2016-10,Federal Way,23,47.3091,-122.3358
2016-10,Hopewell Junction,23,41.5805,-73.8103
2016-10,Lincoln,23,40.8099,-96.6784
2016-10,Montrose,23,38.4689,-107.859
2016-10,Morgan Hill,23,37.1325,-121.6419
2016-10,Papillion,23,41.1511,-96.0665
2016-10,Scottsdale,23,33.6872,-111.8651
2016-10,Tarpon Springs,23,28.1493,-82.7623
2016-10,Ventura,23,32.2438,-107.6832
2016-10,Wilmington,23,34.2099,-77.8866
2016-10,Andover,22,45.2571,-93.3265
2016-10,Annandale,22,38.8324,-77.196
2016-10,Beacon,22,41.5036,-73.9655
2016-10,Bedford,22,32.8464,-97.135
2016-10,Bryn Mawr,22,40.0208,-75.3161
2016-10,Calabasas,22,34.1375,-118.6689
2016-10,Cherry Hill,22,38.5696,-77.2895
2016-10,Clarkston,22,33.8117,-84.2403
2016-10,Daytona Beach,22,29.1995,-81.0982
2016-10,Delray Beach,22,26.455,-80.0905
2016-10,Fair Oaks,22,38.8653,-77.3586
2016-10,Hillside,22,41.8675,-87.9019
2016-10,Lake Villa,22,42.4184,-88.0836
2016-10,Manassas,22,38.7479,-77.4838
2016-10,Mount Vernon,22,48.4203,-122.3115
2016-10,Naperville,22,41.748,-88.1659
2016-10,New Haven,22,41.3113,-72.9246
2016-10,Ormond Beach,22,29.2985,-81.1014
2016-10,Rancho Cordova,22,38.5737,-121.2527
2016-10,Romulus,22,42.2237,-83.366
2016-10,San Bruno,22,37.6256,-122.4313
2016-10,Upland,22,34.1178,-117.6604
2016-10,Valencia,22,34.8053,-106.6868
2016-10,Buffalo,21,42.9018,-78.8487
2016-10,Chatsworth,21,34.7808,-84.7835
2016-10,Downers Grove,21,41.7949,-88.0172
2016-10,Elizabethtown,21,37.7031,-85.8773
2016-10,Forest Hills,21,42.9577,-85.4895
2016-10,Lake Elsinore,21,33.6847,-117.3344
2016-10,Lincoln Park,21,42.2432,-83.1811
2016-10,Linden,21,40.6251,-74.2383
2016-10,Meriden,21,41.5369,-72.7946
2016-10,Millersville,21,40.0047,-76.3522
2016-10,Mundelein,21,42.2693,-88.0102
2016-10,Nottingham,21,39.7509,-76.0258
2016-10,Ocala,21,29.178,-82.1511
2016-10,Okeechobee,21,27.2413,-80.8298
2016-10,Plant City,21,28.014,-82.1201
2016-10,Pleasant Hill,21,37.9539,-122.0759
2016-10,Rosemead,21,34.0689,-118.0823
2016-10,Santa Cruz,21,36.9789,-122.0346
2016-10,Schenectady,21,42.8025,-73.9275
2016-10,Syracuse,21,43.0407,-76.1437
2016-10,Tarrytown,21,41.0647,-73.8672
2016-10,Watervliet,21,42.7243,-73.7068
2016-10,Woodland,21,38.6712,-121.75
2016-10,Annapolis,20,38.9706,-76.5047
2016-10,Bellaire,20,29.704,-95.4621
2016-10,Bloomfield,20,36.7401,-107.9734
2016-10,Dade City,20,28.3565,-82.1942
2016-10,Galt,20,38.2698,-121.3004
2016-10,Huntington Beach,20,33.696,-118.0018
2016-10,Kirkland,20,47.697,-122.2057
2016-10,Lansing,20,42.7142,-84.5601
2016-10,Lawrenceville,20,33.9523,-83.9932
2016-10,Milton,20,34.1353,-84.3139
2016-10,Palmdale,20,34.5944,-118.1057
2016-10,Port Richey,20,28.2759,-82.7254
2016-10,Ramona,20,33.0474,-116.8766
2016-10,Santee,20,32.8554,-116.9851
2016-10,Shawnee,20,39.0158,-94.8076
2016-10,Sunol,20,37.59,-121.8847
2016-10,Vienna,20,38.8996,-77.2597
2016-10,Winter Garden,20,28.5421,-81.5967
2016-10,Bay Shore,19,40.7288,-73.2495
2016-10,Burlington,19,36.076,-79.4685
2016-10,Carrollton,19,32.989,-96.8999
2016-10,Chesapeake,19,36.6778,-76.3023
2016-10,Des Plaines,19,42.0345,-87.9008
2016-10,Grapevine,19,32.9343,-97.0742
2016-10,Half Moon Bay,19,37.4685,-122.4382
2016-10,Jericho,19,40.7875,-73.5416
2016-10,Kearny,19,40.7528,-74.1202
2016-10,Knoxville,19,35.9692,-83.9496
2016-10,Lathrop,19,37.809,-121.3131
2016-10,Malibu,19,34.037,-118.7839
2016-10,Mission Viejo,19,33.6096,-117.6551
2016-10,Mount Joy,19,40.1106,-76.5065
2016-10,Mount Morris,19,42.0484,-89.4294
2016-10,Plano,19,33.0502,-96.7486
2016-10,Suffern,19,41.1138,-74.1422
2016-10,Wayne,19,42.2774,-83.3877
2016-10,West Sacramento,19,38.5557,-121.5505
2016-10,Windsor,19,38.5422,-122.8089
2016-10,Altamonte Springs,18,28.6615,-81.3953
2016-10,Bakersfield,18,35.3529,-119.0359
2016-10,Buford,18,34.1192,-83.9903
2016-10,Charleston,18,32.8168,-79.9687
2016-10,Chesterfield,18,38.6589,-90.5803
2016-10,Dearborn,18,42.3127,-83.213
2016-10,Durham,18,35.9792,-78.9022
2016-10,Grass Valley,18,39.2238,-121.0522
2016-10,Hemet,18,33.7341,-116.9969
2016-10,Joppa,18,34.2982,-86.5506
2016-10,New Cumberland,18,40.2297,-76.8764
2016-10,San Ramon,18,37.7624,-121.9365
2016-10,Seffner,18,27.9981,-82.2735
2016-10,Shingle Springs,18,38.6665,-120.9371
2016-10,Taylor,18,42.226,-83.2688
2016-10,Upper Marlboro,18,38.8153,-76.7514
2016-10,Vernon Hills,18,42.234,-87.9608
2016-10,Westport,18,35.5103,-80.9783
2016-10,Woodstock,18,34.1026,-84.5091
2016-10,Wyncote,18,40.0915,-75.1463
2016-10,Allentown,17,40.5961,-75.4756
2016-10,Brighton,17,39.9716,-104.7963
2016-10,Cedar Park,17,30.5105,-97.8197
2016-10,Chattanooga,17,35.066,-85.2481
2016-10,Duncanville,17,32.646,-96.9127
2016-10,East Orange,17,40.7651,-74.2117
2016-10,Englewood,17,39.6468,-104.9942
2016-10,Greensboro,17,36.0956,-79.8271
2016-10,Hagerstown,17,39.6401,-77.7217
2016-10,Miami Gardens,17,25.9433,-80.2426
2016-10,New Orleans,17,30.0687,-89.9288
2016-10,Norfolk,17,36.8945,-76.259
2016-10,Wynnewood,17,34.6437,-97.1622
2016-10,Bolingbrook,16,41.6901,-88.1021
2016-10,Bronxville,16,40.9395,-73.8265
2016-10,Burlingame,16,37.5859,-122.3667
2016-10,Calistoga,16,38.5818,-122.5824
2016-10,Castroville,16,36.7649,-121.7534
2016-10,Elkridge,16,39.1941,-76.7428
2016-10,Ellicott City,16,39.2774,-76.8345
2016-10,Encinitas,16,33.0492,-117.261
2016-10,Fort Pierce,16,27.4255,-80.3431
2016-10,Germantown,16,39.1755,-77.2643
2016-10,Glen Burnie,16,39.156,-76.6071
2016-10,Homestead,16,25.4665,-80.4472
2016-10,Huntington Station,16,40.8446,-73.405
2016-10,Iselin,16,40.5697,-74.3172
2016-10,Lemon Grove,16,32.7331,-117.0344
2016-10,Los Alamitos,16,33.7971,-118.0592
2016-10,Merritt Island,16,28.3139,-80.6708
2016-10,New Braunfels,16,29.6994,-98.1148
2016-10,North Chicago,16,42.3172,-87.8595
2016-10,North Fort Myers,16,26.7244,-81.8485
2016-10,Parsippany,16,40.8645,-74.4135
2016-10,Paterson,16,40.9147,-74.1624
2016-10,Pinellas Park,16,27.8589,-82.7078
2016-10,Plainfield,16,40.6154,-74.4157
2016-10,Santa Clarita,16,34.4175,-118.4964
2016-10,Schaumburg,16,42.0308,-88.0838
2016-10,Sebastopol,16,38.4001,-122.8275
2016-10,Urbandale,16,41.639,-93.7812
2016-10,Wappingers Falls,16,41.5984,-73.9181
2016-10,West Nyack,16,41.0907,-73.9714
2016-10,Yorktown Heights,16,41.2697,-73.7755
2016-10,Albuquerque,15,35.1054,-106.6465
2016-10,Bel Air,15,39.5348,-76.346
2016-10,Benicia,15,38.0725,-122.1526
2016-10,Burnsville,15,44.7648,-93.2793
2016-10,Byron,15,44.0378,-92.6409
2016-10,Cambridge,15,42.3759,-71.1185
2016-10,Cranford,15,40.6548,-74.3053
2016-10,Cranston,15,41.7658,-71.4858
2016-10,Danbury,15,41.4015,-73.4709
2016-10,Edison,15,31.5608,-84.7374
2016-10,El Dorado Hills,15,38.675,-121.049
2016-10,Ellenton,15,27.5269,-82.5258
2016-10,Holiday,15,28.1864,-82.7429
2016-10,La Grange,15,41.8072,-87.8741
2016-10,La Vista,15,41.1816,-96.0664
2016-10,Newport News,15,37.1051,-76.5185
2016-10,North Salem,15,39.86,-86.6437
2016-10,Northville,15,42.4355,-83.489
2016-10,Palm Beach Gardens,15,26.8466,-80.1679
2016-10,Pawtucket,15,41.8744,-71.3743
2016-10,Poughkeepsie,15,41.695,-73.9211
2016-10,Puyallup,15,47.1793,-122.2902
2016-10,Round Lake,15,42.3435,-88.1059
2016-10,San Gabriel,15,34.0949,-118.099
2016-10,Scarsdale,15,40.9902,-73.7773
2016-10,Simi Valley,15,34.2663,-118.749
2016-10,Somers,15,42.6411,-87.8919
2016-10,Vista,15,33.1896,-117.2386
2016-10,Woodside,15,37.4221,-122.2586
